,abstract,doi
0,"Improvements in enumeration abilities that emerge over late childhood are primarily thought to reflect perceptual developments such as increases in subitizing limits for small sets and faster shifting of attention associated with serially counting larger sets. Contributions of conceptual knowledge development such as the growing appreciation of how whole numbers are composed of subsets of  whole numbers are not as well understood. This study examined the emergence of a process referred to as ""groupitizing"" which captures how children may capitalize on grouping information to facilitate enumeration processes. We examined enumeration speed in a cross-sectional sample of children (N=378) spanning kindergarten through third grade using arrays of dots. Arrays were either unstructured or grouped by proximity into subsets in the subitizing range (i.e.  three subgroups of 1-3 items). Kindergarten children showed no evidence of grouping structure on enumeration. First-grade children enumerated grouped arrays faster than unstructured arrays. This structure effect grew progressively stronger in subsequent grades. Enumeration speed for unstructured arrays increased with set size yet for grouped arrays the impact of set size was dependent on grade level. For kindergartners the grouping manipulation had no impact on the effect of set size. For older children the grouping manipulation reduced the effect of set size on enumeration. Furthermore individual differences in how set size affected enumeration of grouped arrays showed unique  patterns of association with performance on standardized symbolic arithmetic fluency tests suggesting a unique role for the construct of groupitizing in the  development of enumeration fluency and symbolic math skills.",10.1016/j.jecp.2014.03.006
0,,10.1146/annurev.ne.13.030190.000325
0,DOI: 10.1109/TCBB.2015.2462370  PMID: 27295638  [Indexed for MEDLINE],10.1109/jsen.2007.912550
0,Interest in circulating RNAs for monitoring and diagnosing human health has grown significantly. There are few datasets describing baseline expression levels for total cell-free circulating RNA from healthy control subjects. In this study total extracellular RNA (exRNA) was isolated and sequenced from 183 plasma samples 204 urine samples and 46 saliva samples from 55 male college athletes ages 18-25 years. Many participants provided more than one sample allowing us to investigate variability in an individual's exRNA expression levels over time. Here we provide a systematic analysis of small exRNAs present in each biofluid as well as an analysis of exogenous RNAs. The small RNA profile of each biofluid  is distinct. We find that a large number of RNA fragments in plasma (63%) and urine (54%) have sequences that are assigned to YRNA and tRNA fragments respectively. Surprisingly while many miRNAs can be detected there are few miRNAs that are consistently detected in all samples from a single biofluid and  profiles of miRNA are different for each biofluid. Not unexpectedly saliva samples have high levels of exogenous sequence that can be traced to bacteria. These data significantly contribute to the current number of sequenced exRNA samples from normal healthy individuals.,10.1038/srep44061
0,Fetal bovine serum (FBS) has been used in eukaryotic cell cultures for decades. However little attention has been paid to the biological effects associated with RNA content of FBS on cell cultures. Here using RNA sequencing we demonstrate that FBS contains a diverse repertoire of protein-coding and regulatory RNA species including mRNA miRNA rRNA and snoRNA. The majority of them (>70%) are retained even after extended ultracentrifugation in the preparations of vesicle-depleted FBS (vdFBS) commonly utilized in the studies of extracellular vesicles (EV) and intercellular communication. FBS-associated RNA is co-isolated  with cell-culture derived extracellular RNA (exRNA) and interferes with the downstream RNA analysis. Many evolutionally conserved FBS-derived RNA species can be falsely annotated as human or mouse transcripts. Notably specific miRNAs abundant in FBS such as miR-122 miR-451a and miR-1246 have been previously reported as enriched in cell-culture derived EVs possibly due to the confounding effect of the FBS. Analysis of publically available exRNA datasets supports the notion of FBS contamination. Furthermore FBS transcripts can be taken up by cultured cells and affect the results of highly sensitive gene expression profiling technologies. Therefore precautions for experimental design are warranted to minimize the interference and misinterpretations caused by FBS-derived RNA.,10.1038/srep31175
0,,10.1523/jneurosci.3073-13.2014
0,Translating advances in neuroscience into benefits for patients with mental illness presents enormous challenges because it involves both the most complex organ the brain and its interaction with a similarly complex environment. Dealing with such complexities demands powerful techniques. Computational psychiatry combines multiple levels and types of computation with multiple types  of data in an effort to improve understanding prediction and treatment of mental illness. Computational psychiatry broadly defined encompasses two complementary approaches: data driven and theory driven. Data-driven approaches apply machine-learning methods to high-dimensional data to improve classification of disease predict treatment outcomes or improve treatment selection. These approaches are generally agnostic as to the underlying mechanisms. Theory-driven  approaches in contrast use models that instantiate prior knowledge of or explicit hypotheses about such mechanisms possibly at multiple levels of analysis and abstraction. We review recent advances in both approaches with an emphasis on clinical applications and highlight the utility of combining them.,10.1038/nn.4238
0,Erratum in     Science. 2016 May 27;352(6289):1066.     Science. 2016 Jan 29;351(6272). pii: aaf2878. doi: 10.1126/science.aaf2878.,10.1126/science.aaa5694
0,Although interactions between the thalamus and cortex are critical for cognitive  function the exact contribution of the thalamus to these interactions remains unclear. Recent studies have shown diverse connectivity patterns across the thalamus but whether this diversity translates to thalamic functions beyond relaying information to or between cortical regions is unknown. Here we show by  investigating the representation of two rules used to guide attention in the mouse prefrontal cortex (PFC) that the mediodorsal thalamus sustains these representations without relaying categorical information. Specifically mediodorsal input amplifies local PFC connectivity enabling rule-specific neural sequences to emerge and thereby maintain rule representations. Consistent with this notion broadly enhancing PFC excitability diminishes rule specificity and behavioural performance whereas enhancing mediodorsal excitability improves both. Overall our results define a previously unknown principle in neuroscience; thalamic control of functional cortical connectivity. This function which is dissociable from categorical information relay indicates that the thalamus has a much broader role in cognition than previously thought.,10.1038/nature22073
0,Spinal Muscular Atrophy (SMA) is caused by diminished Survival of Motor Neuron (SMN) protein leading to neuromuscular junction (NMJ) dysfunction and spinal motor neuron (MN) loss. Here we report that reduced SMN function impacts the action of a pertinent microRNA and its mRNA target in MNs. Loss of the C. elegans SMN ortholog SMN-1 causes NMJ defects. We found that increased levels of the C. elegans Gemin3 ortholog MEL-46 ameliorates these defects. Increased MEL-46 levels also restored perturbed microRNA (miR-2) function in smn-1(lf) animals. We determined that miR-2 regulates expression of the C. elegans M2 muscarinic receptor (m2R) ortholog GAR-2. GAR-2 loss ameliorated smn-1(lf) and mel-46(lf) synaptic defects. In an SMA mouse model m2R levels were increased and pharmacological inhibition of m2R rescued MN process defects. Collectively these results suggest decreased SMN leads to defective microRNA function via MEL-46 misregulation followed by increased m2R expression and neuronal dysfunction in  SMA.,10.7554/elife.20752
0,Although short-term plasticity is believed to play a fundamental role in cortical computation empirical evidence bearing on its role during behavior is scarce. Here we looked for the signature of short-term plasticity in the fine-timescale spiking relationships of a simultaneously recorded population of physiologically  identified pyramidal cells and interneurons in the medial prefrontal cortex of the rat in a working memory task. On broader timescales sequentially organized  and transiently active neurons reliably differentiated between different trajectories of the rat in the maze. On finer timescales putative monosynaptic interactions reflected short-term plasticity in their dynamic and predictable modulation across various aspects of the task beyond a statistical accounting for the effect of the neurons' co-varying firing rates. Seeking potential mechanisms for such effects we found evidence for both firing pattern-dependent  facilitation and depression as well as for a supralinear effect of presynaptic coincidence on the firing of postsynaptic targets.,10.1038/nn.2134
0,AIMS: We previously demonstrated that intrathecal IL-1β upregulated phosphorylation of p38 mitogen-activated protein kinase (P-p38 MAPK) and inducible nitric oxide synthase (iNOS) in microglia and astrocytes in spinal cord increased nitric oxide (NO) release into cerebrospinal fluid and induced thermal hyperalgesia in rats. This study investigated the role of spinal glutamatergic response in intrathecal IL-1β-induced nociception in rats. METHODS: The pretreatment effects of MK-801 (5 μg) minocycline (20 μg) and SB203580 (5 μg) on intrathecal IL-1β (100 ng) in rats were measured by behavior  Western blotting CSF analysis and immunofluorescence studies. RESULTS: IL-1β increased phosphorylation of NR-1 (p-NR1) subunit of N-methyl-D-aspartate receptors in neurons and microglia reduced glutamate transporters (GTs; glutamate/aspartate transporter by 60.9% glutamate transporter-1 by 55.0% excitatory amino acid carrier-1 by 39.8%; P<.05 for all) and increased glutamate (29%-133% increase from 1.5 to 12 hours; P<.05) and NO (44%-101% increase from 4 to 12 hours; P<.05) levels in cerebrospinal fluid. MK-801 significantly inhibited all the IL-1β-induced responses; however minocycline and SB203580 blocked the IL-1β-downregulated GTs and elevated glutamate but not the upregulated p-NR1. CONCLUSION: The enhanced glutamatergic response and neuron-glia interaction potentiate the intrathecal IL-1β-activated P-p38/iNOS/NO signaling and thermal hyperalgesia.,10.1111/cns.12705
0,,10.3389/fncel.2016.00135
0,The paraventricular nucleus of the thalamus (PVT) is thought to regulate behavioral responses under emotionally arousing conditions. Reward-associated cues activate PVT neurons; however the specific PVT efferents regulating reward  seeking remain elusive. Using a cued sucrose-seeking task we manipulated PVT activity under two emotionally distinct conditions: (1) when reward was available during the cue as expected or (2) when reward was unexpectedly omitted during the cue. Pharmacological inactivation of the anterior PVT (aPVT) but not the posterior PVT increased sucrose seeking only when reward was omitted. Consistent with this photoactivation of aPVT neurons abolished sucrose seeking and the firing of aPVT neurons differentiated reward availability. Photoinhibition of aPVT projections to the nucleus accumbens or to the amygdala increased or decreased respectively sucrose seeking only when reward was omitted. Our findings suggest that PVT bidirectionally modulates sucrose seeking under the negative (frustrative) conditions of reward omission.,10.1016/j.neuron.2017.03.036
0,,10.1523/jneurosci.1300-16.2016
0,Blood flow into the brain is dynamically regulated to satisfy the changing metabolic requirements of neurons but how this is accomplished has remained unclear. Here we demonstrate a central role for capillary endothelial cells in sensing neural activity and communicating it to upstream arterioles in the form of an electrical vasodilatory signal. We further demonstrate that this signal is  initiated by extracellular K+ -a byproduct of neural activity-which activates capillary endothelial cell inward-rectifier K+ (KIR2.1) channels to produce a rapidly propagating retrograde hyperpolarization that causes upstream arteriolar  dilation increasing blood flow into the capillary bed. Our results establish brain capillaries as an active sensory web that converts changes in external K+ into rapid 'inside-out' electrical signaling to direct blood flow to active brain regions.,10.1038/nn.4533
0,Cognitive flexibility is fundamental to adaptive intelligent behavior. Prefrontal cortex has long been associated with flexible cognitive function but the neurophysiological principles that enable prefrontal cells to adapt their response properties according to context-dependent rules remain poorly understood. Here we use time-resolved population-level neural pattern analyses to explore how context is encoded and maintained in primate prefrontal cortex and used in flexible decision making. We show that an instruction cue triggers a rapid series of state transitions before settling into a stable low-activity state. The postcue state is differentially tuned according to the current task-relevant rule. During decision making the response to a choice stimulus is  characterized by an initial stimulus-specific population response but evolves to  different final decision-related states depending on the current rule. These results demonstrate how neural tuning profiles in prefrontal cortex adapt to accommodate changes in behavioral context. Highly flexible tuning could be mediated via short-term synaptic plasticity.,10.1016/j.neuron.2013.01.039
0,,10.1101/126219
0,Erratum in     PLoS Biol. 2005 Oct;3(10):e350.,10.1371/journal.pbio.0030068
0,Single-fluorescent protein biosensors (SFPBs) are an important class of probes that enable the single-cell quantification of analytes in vivo. Despite advantages over other detection technologies their use has been limited by the inherent challenges of their construction. Specifically the rational design of green fluorescent protein (GFP) insertion into a ligand-binding domain generating the requisite allosteric coupling remains a rate-limiting step. Here we describe an unbiased approach termed domain-insertion profiling with DNA sequencing (DIP-seq) that combines the rapid creation of diverse libraries of potential SFPBs and high-throughput activity assays to identify functional biosensors. As a proof of concept we construct an SFPB for the important regulatory sugar trehalose. DIP-seq analysis of a trehalose-binding-protein reveals allosteric hotspots for GFP insertion and results in high-dynamic range biosensors that function robustly in vivo. Taken together DIP-seq simultaneously accelerates metabolite biosensor construction and provides a novel tool for interrogating protein allostery.,10.1038/ncomms12266
0,OBJECTIVE: Sepsis is a major cause of death for intensive care patients. High concentrations of inflammatory cytokines are characteristic of severe systemic inflammation and activated monocytes are their predominant cellular source. To identify targets for antiinflammatory intervention we investigated the response  of human macrophages to inflammatory and antiinflammatory mediators. METHODS AND RESULTS: We profiled gene expression in human macrophages exposed to  lipopolysaccharide (LPS) and interferon (IFN)-gamma in the presence or absence of recombinant activated protein C (APC) or IL-10 and identified Wnt5A as one of the transcripts most highly induced by LPS/IFN-gamma and suppressed by APC and IL-10. We confirmed regulation of Wnt5A protein in macrophages and detected it in sera and bone marrow macrophages of patients with severe sepsis. We established that a functional Wnt5A/frizzled-5/CaMKII signaling pathway was essential for macrophage inflammatory activation. To prove the essential contribution of Wnt5A we measured inflammatory cytokines after stimulation with Wnt5A silenced Wnt5A by siRNA and blocked receptor binding with soluble Frizzled-related peptide-1 (sFRP1). CONCLUSIONS: Wnt5A is critically involved in inflammatory macrophage signaling in sepsis and is a target for antiinflammatory mediators like APC or antagonists like sFRP1.,10.1161/atvbaha.107.157438
0,,10.1016/s0006-8993(02)03186-4
0,RATIONALE: Females have been demonstrated repeatedly to be more sensitive to cocaine. The role of the frontal cortex (FCX) in mediating behavioral sensitization and the underlying signaling pathways are unclear. OBJECTIVE: The study was designed to characterize the role of FCX calcium/calmodulin-dependent protein kinase II (CaMKII) activity in the behavioral supersensitization observed in female rats after prolonged cocaine exposure. MATERIALS AND METHODS: Intact female rats that received cocaine for 9 days followed by 7 days of drug withdrawal constituted the model used for studying the mechanism of supersensitization. RESULTS: This cocaine withdrawal treatment resulted in behavioral supersensitization in intact female rats as indicated by an enhanced behavioral response to cocaine challenge assessed on day 16 (7-day withdrawal) and compared  to the response on day 9 of cocaine treatment. This treatment regimen did not lead to supersensitization in male or in ovariectomized (OVX) rats. Administration of estrogen to OVX rats restored behavioral supersensitivity to repeated cocaine. FCX CaMKII activity was significantly altered by cocaine in females and this effect was related to estrogen's presence; cocaine-induced changes in striatal CaMKII activity were however less estrogen-sensitive. Furthermore estrogen-modulated FCX CaMKII activity in cocaine-supersensitized rats was dependent on D(1) dopamine receptor activation. CONCLUSION: Estrogen-modulated D(1) dopamine receptor activity mediates the effects of prolonged cocaine exposure on FCX CaMKII and this in turn may contribute to the development of behavioral supersensitivity to repeated cocaine  treatment in intact female rats.,10.1007/s00213-006-0648-0
0,Tyrosine hydroxylase (TH) is the rate-limiting enzyme in the biosynthesis of the  catecholamines dopamine noradrenaline and adrenaline. In response to short term stimuli TH activity is primarily controlled by phosphorylation of serine 40. We have previously shown that phosphorylation of serine 19 in TH can indirectly activate TH via a hierarchical mechanism by increasing the rate of phosphorylation of serine 40. Here we show that phosphorylation of serine 31 in rat TH increases the rate of serine 40 phosphorylation 9-fold in vitro. Phosphorylation of serine 31 in intact bovine chromaffin cells potentiated the forskolin-induced increase in serine 40 phosphorylation and TH activity more than 2-fold. Humans are unique in that they contain four TH isoforms but to date no significant differences have been shown in the regulation of these isoforms. Phosphorylation of the human TH isoform 1 at serine 31 by extracellular signal-regulated protein kinase (ERK) also produced a 9-fold increase in the rate of phosphorylation of serine 40 whereas little effect was seen in the TH isoforms 3 and 4. ERK did not phosphorylate human TH isoform 2. The effect of serine 19 phosphorylation on serine 40 (44 in TH2) phosphorylation is stronger in TH2 than in TH1. Thus hierarchical phosphorylation provides a mechanism whereby the two major human TH isoforms (1 and 2) can be differentially regulated with only isoform 1 responding to the ERK pathway whereas isoform 2 is more sensitive to calcium-mediated events.,10.1074/jbc.m512194200
0,INTRODUCTION: Alterations in protein kinase (PKA) protein levels have been implicated in the regulation of responses to and development of cocaine addiction. However the contribution of differences in PKA intracellular cascade  to the known sex differences in responses to cocaine is not well understood. This study examined whether there are intrinsic or cocaine-induced alterations in PKA-mediated responses such as phosphorylation of cyclic AMP response element binding protein in male and female rats. MATERIALS AND METHODS: To this end protein levels of PKA and phosphorylated CREB (pCREB) in the caudate putamen (CPu) and nucleus accumbens (NAc) of male and female rats were measured basally or after acute (one 30-mg/kg intraperitoneal injection) or chronic (twice-daily 15-mg/kg injections for 14 days) cocaine administration. Behavioral responses to both cocaine administration paradigms were also studied. RESULTS: Similar to previous findings ambulatory rearing and stereotypic activities were higher in female rats after acute cocaine administration. Sex differences in cocaine-induced responses were also observed after chronic cocaine administration: While males developed a robust sensitization in ambulatory activities to cocaine females developed tolerance in cocaine-induced rearing and stereotypic activities. In the basal group females had significantly higher PKA  protein levels in the NAc. Regardless of the cocaine administration paradigm PKA protein levels in the NAc were higher overall in females than in males. Furthermore after cocaine administration while pCREB protein levels in male rats were induced for a longer amount of time than in female rats the magnitude  of change on pCREB levels were higher in female than male rats. However in the CPu no sex differences in PKA or pCREB protein levels were observed either in the basal group or after acute or chronic cocaine administration. DISCUSSION: Taken together these findings suggest that sex differences in basal  and cocaine-induced alterations in the PKA signaling regulation in the NAc may contribute to sex differences in the psychomotor responses to cocaine.,10.1007/s00213-008-1411-5
0,We have developed a method for visualizing phosphorylation of proteins in living  cells using a novel fluorescent indicator composed of two green fluorescent protein (GFP) variants joined by the kinase-inducible domain (KID) of the transcription factor cyclic adenosine monophosphate (cAMP)-responsive element binding protein (CREB). Phosphorylation of KID by the cAMP-dependent protein kinase A (PKA) decreased the fluorescence resonance energy transfer (FRET) among  the flanking GFPs. By transfecting COS-7 cells with an expression vector encoding this indicator protein (termed ART for cAMP-responsive tracer) we were able to visualize activation dynamics of PKA in living cells.,10.1038/73767
0,,10.1016/s0960-9822(99)80484-9
0,Existing monitoring methods for protein phosphorylation involved in intracellular signal transduction in vivo are exclusively based on fluorescence resonance energy transfer which needs the measurement of the change in fluorescence intensities at two wavelengths. Therefore it is difficult to monitor protein phosphorylation together with other related signaling processes such as second messengers and protein translocation. To overcome this problem we developed novel fluorescent indicators each containing a differently colored (cyan and green) single fluorophore. The present indicator is a tandem fusion protein containing a kinase substrate domain a circularly permuted fluorescent protein (cpFP) and a phosphorylation recognition domain. The cpFP is obtained by dividing a green fluorescent protein mutant (GFP) at residue 144-145 and linking  the carboxy and amino portions thereof with a peptide linker. The substrate domain used in this study is a peptide sequence that is phosphorylated by insulin receptor. Phosphorylation of the substrate domain induces its interaction with the phosphorylation recognition domain which causes a conformational change in the cpFP and a change in its fluorescence. The cyan and green indicators exhibited 10% decrease and 15% increase respectively in their fluorescence intensities upon phosphorylation. Using this cyan indicator and GFP-tagged mitogen-activated protein kinase (MAPK) we found that insulin-induced protein phosphorylation occurred immediately upon the addition of insulin whereas nuclear translocation of MAPK occurred 7 min later. By tailoring the substrate domains and the phosphorylation recognition domains in these cyan and green indicators the present approach should be applicable to the in vivo analysis of  a broad range of protein phosphorylation processes together with other intracellular signaling processes.,10.1021/ac040037s
0,The power and scope of chemical synthesis offer considerable opportunities to broaden the lexicon of chemical tools that can be implemented for the study of complex biological systems. To investigate individual signaling proteins and pathways chemical tools provide a powerful complement to existing genetic chemical genetic and immunologic methods. In particular understanding phosphorylation-mediated signaling in real time yields important information about the regulation of cellular function and insights into the origin of disease. Recent advances in the development of photolabile caged analogs of bioactive species and fluorescence-based sensors of protein kinase activities are useful for investigating protein phosphorylation and the roles of phosphoproteins. Photolabile caged analogs allow spatial and temporal control over the release of a compound while fluorescence-based sensors allow the real-time visualization of kinase activity. Here we discuss recent advances that have increased the specificity and availability of these tools.,10.1016/j.tcb.2005.07.003
0,Post-translational modifications (PTMs) of proteins are essential mechanisms for  virtually all dynamic processes within cellular signaling networks. Genetically encoded reporters based on fluorescent proteins (FPs) are powerful tools for spatiotemporal visualization of cellular parameters. Consequently commonly used  modular biosensor designs have been adapted to generate several protein-based indicators for monitoring various PTMs or the activity of corresponding enzymes in living cells providing new biological insights into dynamics and regulatory functions of individual PTMs. In this review we describe the application of general design strategies focusing on PTMs and discuss important considerations for engineering feasible indicators depending on the purpose. Moreover we present developments and enhancements of PTM biosensors from selected studies and give an outlook on future perspectives of this versatile approach.,10.1002/bip.22254
0,DOI: 10.1109/EMBC.2013.6609453  PMID: 24109640  [Indexed for MEDLINE],10.1109/embc.2013.6609453
0,Creating transgenic mice is an important technology for genetic studies and is currently performed by pronuclear microinjection of plasmid DNA into fertilized eggs. Since survival of injected embryos and integration of plasmid DNA are not efficient total efficiency is only around 3% with a standard protocol. To circumvent this problem here we describe a novel transgenesis method the Tol2-mediated cytoplasmic injection method (Tol2:CI). We injected a foreign DNA cloned in a Tol2-transposon vector together with the transposase mRNA into the cytoplasm of fertilized eggs. As expected the survival rate of the injected embryos was increased drastically. Also the foreign DNA was transposed from the  plasmid to the genome and transmitted to the next generation very efficiently. Together the overall transgenic efficiency became more than 20%. Considering its simplicity and perfect compatibility with existing pronuclear microinjection facilities we propose that the Tol2:CI method is applicable to high throughput functional genomics studies.,10.1016/j.ygeno.2010.02.006
0,"Biosensors based on the principle of Förster (or fluorescence) resonance energy transfer (FRET) have shed new light on the spatiotemporal dynamics of signaling molecules. Among them intramolecular FRET biosensors have been increasingly used due to their high sensitivity and user-friendliness. Time-consuming optimizations by trial and error however obstructed the development of intramolecular FRET biosensors. Here we report an optimized backbone for rapid development of highly  sensitive intramolecular FRET biosensors. The key concept is to exclude the ""orientation-dependent"" FRET and to render the biosensors completely ""distance-dependent"" with a long flexible linker. We optimized a pair of fluorescent proteins for distance-dependent biosensors and then developed a long flexible linker ranging from 116 to 244 amino acids in length which reduced the basal FRET signal and thereby increased the gain of the FRET biosensors. Computational simulations provided insight into the mechanisms by which this optimized system was the rational strategy for intramolecular FRET biosensors. With this backbone system we improved previously reported FRET biosensors of PKA ERK JNK EGFR/Abl Ras and Rac1. Furthermore this backbone  enabled us to develop novel FRET biosensors for several kinases of RSK S6K Akt and PKC and to perform quantitative evaluation of kinase inhibitors in living cells.",10.1091/mbc.e11-01-0072
0,The progress in imaging technology with fluorescent proteins has uncovered a wide range of biological processes in developmental biology. In particular genetically-encoded biosensors based on the principle of fluorescence resonance energy transfer (FRET) have been used to visualize spatial and temporal dynamics  of intracellular signaling in living cells. However development of sensitive FRET biosensors and their application to developmental biology remain challenging tasks which has prevented their widespread use in developmental biology. In this review we first overview general procedures and tips of imaging with FRET biosensors. We then describe recent advances in FRET imaging - namely the use of optimized backbones for intramolecular FRET biosensors and transposon-mediated gene transfer to generate stable cell lines and transgenic mice expressing FRET biosensors. Finally we discuss future perspectives of FRET imaging in developmental biology.,10.1111/dgd.12039
0,Cell replacement therapies for neurodegenerative disease have focused on transplantation of the cell types affected by the pathological process. Here we describe an alternative strategy for Parkinson's disease in which dopamine neurons are generated by direct conversion of astrocytes. Using three transcription factors NEUROD1 ASCL1 and LMX1A and the microRNA miR218 collectively designated NeAL218 we reprogram human astrocytes in vitro and mouse astrocytes in vivo into induced dopamine neurons (iDANs). Reprogramming efficiency in vitro is improved by small molecules that promote chromatin remodeling and activate the TGFβ Shh and Wnt signaling pathways. The reprogramming efficiency of human astrocytes reaches up to 16% resulting in iDANs with appropriate midbrain markers and excitability. In a mouse model of Parkinson's disease NeAL218 alone reprograms adult striatal astrocytes into iDANs that are excitable and correct some aspects of motor behavior in vivo including gait impairments. With further optimization this approach may enable clinical therapies for Parkinson's disease by delivery of genes rather than cells.,10.1038/nbt.3835
0,DOI: 10.1038/nrneurol.2017.59  PMID: 28429803 ,10.1038/nrneurol.2017.59
0,Activity in the mouse anterior lateral motor cortex (ALM) instructs directional movements often seconds before movement initiation. It is unknown whether this preparatory activity is localized to ALM or widely distributed within motor cortex. Here we imaged activity across motor cortex while mice performed a whisker-based object localization task with a delayed directional licking response. During tactile sensation and the delay epoch object location was represented in motor cortex areas that are medial and posterior relative to ALM  including vibrissal motor cortex. Preparatory activity appeared first in deep layers of ALM seconds before the behavioral response and remained localized to  ALM until the behavioral response. Later widely distributed neurons represented  the outcome of the trial. Cortical area was more predictive of neuronal selectivity than laminar location or axonal projection target. Motor cortex therefore represents sensory motor and outcome information in a spatially organized manner.,10.1016/j.neuron.2017.05.005
0,The successful planning and execution of adaptive behaviors in mammals may require long-range coordination of neural networks throughout cerebral cortex. The neuronal implementation of signals that could orchestrate cortex-wide activity remains unclear. Here we develop and apply methods for cortex-wide Ca2+ imaging in mice performing decision-making behavior and identify a global cortical representation of task engagement encoded in the activity dynamics of both single cells and superficial neuropil distributed across the majority of dorsal cortex. The activity of multiple molecularly defined cell types was found  to reflect this representation with type-specific dynamics. Focal optogenetic inhibition tiled across cortex revealed a crucial role for frontal cortex in triggering this cortex-wide phenomenon; local inhibition of this region blocked both the cortex-wide response to task-initiating cues and the voluntary behavior. These findings reveal cell-type-specific processes in cortex for globally representing goal-directed behavior and identify a major cortical node that gates the global broadcast of task-related information.,10.1016/j.neuron.2017.04.017
0,We report a noninvasive strategy for electrically stimulating neurons at depth. By delivering to the brain multiple electric fields at frequencies too high to recruit neural firing but which differ by a frequency within the dynamic range of neural firing we can electrically stimulate neurons throughout a region where interference between the multiple fields results in a prominent electric field envelope modulated at the difference frequency. We validated this temporal interference (TI) concept via modeling and physics experiments and verified that neurons in the living mouse brain could follow the electric field envelope. We demonstrate the utility of TI stimulation by stimulating neurons in the hippocampus of living mice without recruiting neurons of the overlying cortex. Finally we show that by altering the currents delivered to a set of immobile electrodes we can steerably evoke different motor patterns in living mice.,10.1016/j.cell.2017.05.024
0,Compartmentalized biochemical activities are essential to all cellular processes but there is no generalizable method to visualize dynamic protein activities in living cells at a resolution commensurate with cellular compartmentalization. Here we introduce a new class of fluorescent biosensors that detect biochemical  activities in living cells at a resolution up to threefold better than the diffraction limit. These 'FLINC' biosensors use binding-induced changes in protein fluorescence dynamics to translate kinase activities or protein-protein interactions into changes in fluorescence fluctuations which are quantifiable through stochastic optical fluctuation imaging. A protein kinase A (PKA) biosensor allowed us to resolve minute PKA activity microdomains on the plasma membranes of living cells and to uncover the role of clustered anchoring proteins in organizing these activity microdomains. Together these findings suggest that  biochemical activities of the cell are spatially organized into an activity architecture whose structural and functional characteristics can be revealed by these new biosensors.,10.1038/nmeth.4221
0,Arteriograms performed in the Interventional Management of Stroke studies were analyzed for external carotid artery embolus. Two cases were identified and diagnosed as thromboembolic due to a cardiac origin. This is an uncommon but useful finding on angiography which is helpful for further management. It is hypothesized that finding embolus within the external carotid artery on angiography in stroke patients with internal carotid artery occlusion allows confident ascription to a proximal usually cardiac source.,10.1136/jnis.2011.004846
0,Neurotransmitter release at CNS synapses occurs via both action potential-dependent and independent mechanisms and it has generally been accepted that these two forms of release are regulated in parallel. We examined the effects of activation of group III metabotropic glutamate receptors (mGluRs)  on stimulus-evoked and spontaneous glutamate release onto entorhinal cortical neurones in rats and found a differential regulation of action potential-dependent and independent forms of release. Activation of presynaptic mGluRs depressed the amplitude of stimulus-evoked excitatory postsynaptic currents but concurrently enhanced the frequency of spontaneous excitatory currents. Moreover these differential effects on glutamate release were mediated by pharmacologically separable mechanisms. Application of the specific activator  of adenylyl cyclase forskolin mimicked the effect of mGluR activation on spontaneous but not evoked release and inhibition of adenylyl cyclase with 9-tetrahydro-2-furanyl)-9H-purin-6-amine (SQ22536) blocked mGluR-mediated enhancement of spontaneous release but not depression of evoked release. Occlusion studies with calcium channel blockers suggested that the group III mGluRs might depress evoked release through inhibition of both N and P/Q but not R-type calcium channels. We suggest that the concurrent depression of action potential-evoked and enhancement of action potential-independent glutamate release operate through discrete second messenger/effector systems at excitatory  entorhinal terminals in rat brain.,10.1016/j.neuroscience.2007.06.002
0,OBJECTIVE: The risk of stroke in patients with Parkinson's disease (PD) remains controversial. The purpose of this population-based propensity score-matched longitudinal follow-up study was to determine whether there is an increased risk  of ischemic stroke after PD. METHODS: We used a logistic regression model that includes age sex pre-existing comorbidities and socioeconomic status as covariates to compute the propensity score. A total of 2204 patients with at least two ambulatory visits with the principal diagnosis of PD in 2001 was enrolled in the PD group. The non- PD group consisted of 2204 propensity score-matched subjects without PD. The ischemic stroke-free survival rates of the two groups were estimated using the Kaplan-Meier method. Stratified Cox proportional hazard regression with patients  matched on propensity score was used to estimate the effect of PD on the occurrence of ischemic stroke. RESULTS: During the three-year follow-up period 328 subjects in the PD group and 156 subjects in the non-PD group developed ischemic stroke. The ischemic stroke-free survival rate of the PD group was significantly lower than that of the non-PD group (P<0.0001). The hazard ratio (HR) of stroke for the PD group was 2.37 (95% confidence interval [CI] 1.92 to 2.93 P<0.0001) compared to the non-  PD group. CONCLUSIONS: This study shows a significantly increased risk of ischemic stroke in PD patients. Further studies are required to investigate the underlying mechanism.,10.1371/journal.pone.0068314
0,In recent years significant progress has been made delineating the psychological  components of reward and their underlying neural mechanisms. Here we briefly highlight findings on three dissociable psychological components of reward: 'liking' (hedonic impact) 'wanting' (incentive salience) and learning (predictive associations and cognitions). A better understanding of the components of reward and their neurobiological substrates may help in devising  improved treatments for disorders of mood and motivation ranging from depression to eating disorders drug addiction and related compulsive pursuits of rewards.,10.1016/j.coph.2008.12.014
